Operating System Marks,Algorithms Marks,Software Engineering Marks,Computer Networks Marks,Electronics Marks,Computer Architecture Marks,Mathematics Marks,Coding Skill Rating,Communication Skill Rating,Public Speaking Skill,Memory Capacity,Logical Reasoning Score,Reading and Writing Skill,Number of Hackathons Attended,Certifications,Number of Internships Attended,Worked As a Team,Personality,Expected Hours of Work Per Day,Willingness to Work for Long Period,Preference: Job vs. Higher Studies,Type of Company Preferred,Interested Career Area,Self-Learning Ability,Interest Type,Predicted Career Options
68,72,46,41,99,87,45,9,3,1,Poor,9,Average,10,Java,5,Yes,Introvert,6,No,Job,Product-based,Developer,No,Technical,Technical Developer
78,77,78,50,87,55,47,6,2,3,Poor,7,Poor,6,AI/ML,3,Yes,Extrovert,9,No,Job,Product-based,Administrator,No,Management,UX Designer
91,95,97,55,43,100,98,10,4,1,Poor,8,Medium,0,None,3,Yes,Extrovert,5,Yes,Higher Studies,Product-based,Research,No,Technical,CRM Specialist
99,88,82,87,54,86,66,4,6,8,Medium,4,Excellent,3,Networking,4,No,Introvert,11,Yes,Job,Product-based,Research,Yes,Management,Technical Developer
100,70,95,92,77,77,67,7,2,2,Medium,7,Medium,2,Python,3,No,Extrovert,10,Yes,Higher Studies,Product-based,Analyst,Yes,Technical,UX Designer
58,72,53,60,46,82,58,8,4,9,Excellent,8,Average,4,AI/ML,0,Yes,Introvert,4,No,Job,Product-based,UX Designer,No,Technical,IT Admin
71,88,90,72,76,46,60,5,7,1,Excellent,2,Medium,5,None,5,Yes,Introvert,12,Yes,Higher Studies,Product-based,Developer,No,Management,Technical Developer
44,44,49,92,75,89,54,5,5,9,Excellent,9,Average,0,Networking,1,No,Introvert,10,No,Higher Studies,Product-based,Research,No,Management,CRM Specialist
71,93,78,66,49,78,59,3,8,9,Poor,6,Excellent,8,Networking,5,No,Introvert,4,No,Job,Service-based,UX Designer,No,Management,IT Admin
68,56,77,73,49,50,41,10,7,5,Medium,8,Excellent,9,Data Science,4,No,Introvert,7,No,Job,Product-based,Developer,No,Technical,Business Analyst
85,88,44,50,45,66,48,6,6,3,Medium,4,Poor,9,Java,4,No,Introvert,4,Yes,Job,Product-based,UX Designer,No,Technical,IT Admin
62,91,52,52,46,52,42,3,2,1,Poor,2,Average,5,AI/ML,5,Yes,Introvert,6,No,Job,Service-based,Research,No,Technical,Business Analyst
94,44,51,73,47,45,63,5,9,8,Poor,9,Poor,1,None,4,Yes,Extrovert,11,Yes,Higher Studies,Product-based,Research,No,Technical,Business Analyst
52,43,79,99,82,84,75,10,2,10,Medium,1,Average,9,Python,5,Yes,Extrovert,10,No,Job,Service-based,Research,Yes,Technical,Network Administrator
52,57,94,78,86,90,46,10,9,6,Excellent,3,Average,2,Networking,1,No,Extrovert,12,Yes,Higher Studies,Service-based,Analyst,No,Technical,Software Engineer
52,99,93,66,99,43,63,4,1,8,Excellent,3,Poor,3,None,5,No,Introvert,10,Yes,Job,Product-based,Administrator,No,Technical,System Developer
80,91,43,95,40,75,80,7,8,5,Poor,7,Poor,1,Python,5,No,Introvert,12,No,Job,Product-based,Developer,Yes,Technical,Network Administrator
52,71,58,69,48,48,45,8,6,8,Excellent,6,Poor,5,None,5,No,Extrovert,6,Yes,Higher Studies,Service-based,Analyst,Yes,Technical,IT Admin
43,53,87,70,87,45,64,6,6,4,Poor,10,Poor,7,Python,0,No,Extrovert,8,No,Higher Studies,Product-based,Analyst,No,Technical,Network Administrator
88,98,40,77,67,87,58,2,8,9,Poor,3,Excellent,6,None,3,Yes,Introvert,7,Yes,Job,Service-based,Research,No,Technical,Business Analyst
60,60,98,80,64,44,56,1,9,6,Excellent,3,Excellent,6,Data Science,3,No,Introvert,8,No,Higher Studies,Product-based,Analyst,Yes,Management,Business Analyst
72,58,62,56,89,65,95,7,3,10,Excellent,4,Poor,6,None,1,No,Introvert,12,Yes,Higher Studies,Service-based,Administrator,Yes,Technical,System Developer
65,77,53,48,90,100,96,3,10,1,Excellent,5,Average,10,None,5,No,Introvert,6,Yes,Higher Studies,Service-based,Administrator,No,Management,Business Analyst
55,78,76,53,52,96,90,7,9,2,Excellent,10,Medium,7,Data Science,3,Yes,Introvert,7,No,Job,Service-based,UX Designer,Yes,Management,CRM Specialist
60,58,77,40,74,65,95,5,5,2,Medium,1,Poor,6,Data Science,5,Yes,Extrovert,5,No,Higher Studies,Product-based,UX Designer,No,Management,Technical Developer
42,93,42,48,83,69,65,4,4,5,Medium,1,Poor,4,Data Science,1,Yes,Introvert,5,Yes,Job,Product-based,Developer,No,Technical,Network Administrator
64,66,89,66,71,86,41,1,3,6,Medium,8,Excellent,3,None,2,No,Extrovert,9,Yes,Higher Studies,Product-based,Administrator,Yes,Management,IT Admin
78,90,56,71,83,63,67,8,7,1,Excellent,4,Average,7,Python,5,No,Introvert,4,No,Higher Studies,Service-based,UX Designer,Yes,Technical,UX Designer
91,62,69,78,48,81,43,5,10,2,Medium,2,Medium,5,Python,3,No,Extrovert,10,No,Job,Product-based,Developer,Yes,Management,System Developer
93,81,100,98,58,40,47,9,10,8,Medium,9,Average,4,Networking,2,No,Extrovert,9,Yes,Higher Studies,Service-based,Developer,Yes,Technical,CRM Specialist
63,55,47,59,52,40,50,5,10,2,Excellent,8,Excellent,10,Python,0,Yes,Extrovert,7,Yes,Job,Product-based,Analyst,Yes,Technical,System Developer
86,88,93,76,79,49,64,8,3,4,Medium,3,Excellent,3,Networking,1,Yes,Extrovert,8,No,Job,Product-based,Administrator,No,Management,Network Administrator
84,94,95,60,52,58,58,9,6,2,Excellent,5,Average,3,None,0,No,Extrovert,7,Yes,Higher Studies,Service-based,Analyst,Yes,Management,Business Analyst
87,58,68,48,82,95,86,8,8,1,Poor,9,Excellent,6,Python,2,No,Extrovert,8,No,Job,Product-based,UX Designer,No,Technical,UX Designer
95,66,71,53,48,59,74,9,8,7,Excellent,6,Medium,1,Networking,4,Yes,Introvert,10,Yes,Job,Product-based,UX Designer,Yes,Technical,UX Designer
70,89,67,44,70,66,71,7,2,8,Poor,10,Poor,2,Java,3,Yes,Introvert,6,No,Higher Studies,Service-based,UX Designer,No,Technical,Network Administrator
58,80,87,91,72,89,56,8,1,10,Poor,10,Excellent,10,Networking,0,Yes,Extrovert,7,Yes,Higher Studies,Product-based,Developer,No,Management,Software Engineer
100,80,80,51,43,76,97,10,5,8,Medium,5,Poor,1,Java,1,Yes,Extrovert,4,Yes,Job,Service-based,UX Designer,Yes,Technical,CRM Specialist
69,95,73,62,96,60,78,6,5,1,Poor,8,Average,2,None,0,No,Extrovert,5,No,Higher Studies,Service-based,Administrator,Yes,Technical,CRM Specialist
45,97,54,65,66,76,90,10,3,9,Poor,3,Average,9,Python,4,Yes,Introvert,9,No,Higher Studies,Service-based,Analyst,Yes,Technical,Software Engineer
47,49,87,75,94,58,45,9,2,3,Poor,1,Excellent,9,Java,2,Yes,Introvert,6,Yes,Higher Studies,Product-based,Analyst,Yes,Management,IT Admin
88,58,60,40,54,80,62,6,1,5,Excellent,5,Excellent,8,None,3,No,Extrovert,7,Yes,Job,Product-based,Research,Yes,Technical,Network Administrator
66,75,63,53,69,96,69,1,9,7,Excellent,3,Excellent,8,Java,5,Yes,Introvert,4,No,Job,Service-based,UX Designer,Yes,Management,UX Designer
98,95,46,41,57,43,60,10,10,3,Poor,10,Medium,10,None,4,Yes,Extrovert,7,Yes,Job,Service-based,Analyst,No,Technical,System Developer
96,48,92,65,90,95,78,3,6,5,Excellent,5,Average,10,AI/ML,1,Yes,Extrovert,6,No,Job,Product-based,Research,Yes,Management,CRM Specialist
89,48,50,95,70,92,55,7,5,9,Medium,7,Poor,9,Networking,3,No,Introvert,6,Yes,Job,Service-based,Administrator,No,Management,Technical Developer
83,63,92,70,62,81,48,4,8,6,Excellent,7,Poor,3,AI/ML,3,No,Introvert,11,No,Higher Studies,Product-based,Analyst,Yes,Technical,Business Analyst
84,65,70,44,76,100,88,10,5,5,Poor,9,Medium,4,AI/ML,2,Yes,Extrovert,10,Yes,Job,Product-based,Analyst,Yes,Technical,Technical Developer
48,91,68,82,84,71,85,6,10,8,Poor,10,Poor,7,Data Science,4,No,Introvert,7,Yes,Job,Product-based,Developer,No,Technical,Software Engineer
54,87,88,84,60,48,46,6,3,7,Medium,5,Poor,5,Data Science,3,Yes,Introvert,10,No,Higher Studies,Product-based,Research,No,Management,Software Engineer
87,61,51,40,40,67,76,8,5,7,Excellent,8,Medium,0,Data Science,5,No,Extrovert,8,Yes,Higher Studies,Service-based,Administrator,No,Management,System Developer
78,94,46,66,42,97,65,10,1,9,Poor,1,Medium,0,None,4,No,Introvert,9,Yes,Job,Product-based,Research,Yes,Management,Technical Developer
63,58,45,55,51,62,84,3,6,7,Poor,6,Average,1,Java,1,Yes,Extrovert,4,No,Higher Studies,Product-based,Developer,No,Management,Business Analyst
75,96,48,42,77,90,65,10,1,9,Excellent,6,Excellent,5,None,0,No,Introvert,4,No,Job,Product-based,Research,Yes,Technical,IT Admin
91,50,97,83,55,62,62,5,8,8,Poor,3,Average,6,Python,2,No,Introvert,7,No,Higher Studies,Product-based,Administrator,No,Technical,Technical Developer
91,58,78,80,81,61,58,9,2,10,Excellent,1,Poor,4,Networking,4,No,Extrovert,6,Yes,Job,Service-based,UX Designer,Yes,Technical,Software Engineer
99,70,64,63,64,72,77,9,8,8,Medium,2,Average,7,Java,4,No,Introvert,11,No,Job,Service-based,UX Designer,Yes,Management,Business Analyst
61,86,52,73,84,47,57,1,5,7,Poor,8,Medium,4,Networking,0,No,Introvert,9,No,Higher Studies,Product-based,Administrator,Yes,Technical,UX Designer
58,78,95,52,44,73,80,6,3,1,Excellent,7,Poor,3,Python,1,No,Introvert,11,No,Higher Studies,Product-based,Administrator,No,Management,System Developer
80,67,52,49,98,80,55,8,3,5,Excellent,3,Excellent,0,Java,2,No,Extrovert,4,No,Higher Studies,Product-based,Research,No,Technical,Network Administrator
54,90,73,99,87,89,98,1,5,1,Medium,7,Average,0,Networking,1,Yes,Introvert,8,Yes,Job,Product-based,UX Designer,No,Technical,Business Analyst
47,80,63,61,95,42,83,3,6,8,Medium,1,Medium,6,Java,4,Yes,Extrovert,12,No,Higher Studies,Product-based,Research,Yes,Technical,System Developer
45,62,65,92,96,97,50,4,1,8,Poor,4,Excellent,1,Data Science,0,No,Introvert,6,No,Job,Service-based,Developer,Yes,Management,IT Admin
53,69,73,85,88,78,81,3,2,9,Medium,7,Average,5,Data Science,0,No,Introvert,7,Yes,Higher Studies,Product-based,Developer,Yes,Technical,Software Engineer
63,69,66,65,66,89,64,5,6,9,Poor,7,Excellent,10,AI/ML,5,Yes,Introvert,10,Yes,Higher Studies,Service-based,Developer,No,Management,System Developer
53,70,50,85,96,61,76,6,2,10,Poor,1,Medium,8,AI/ML,1,No,Extrovert,7,No,Higher Studies,Product-based,Administrator,Yes,Management,Technical Developer
71,72,89,88,66,48,56,7,3,8,Poor,3,Average,8,Networking,4,Yes,Introvert,11,No,Higher Studies,Product-based,Developer,Yes,Management,CRM Specialist
43,86,62,41,70,52,67,3,4,2,Medium,5,Average,2,None,5,No,Extrovert,5,Yes,Higher Studies,Product-based,UX Designer,Yes,Technical,IT Admin
72,99,90,56,69,98,67,1,6,10,Poor,5,Poor,3,AI/ML,2,No,Introvert,12,Yes,Higher Studies,Product-based,Developer,Yes,Technical,IT Admin
77,47,95,94,40,82,94,1,4,4,Excellent,2,Medium,5,Python,1,No,Extrovert,10,Yes,Higher Studies,Product-based,Analyst,No,Management,UX Designer
69,86,51,95,63,71,99,10,6,4,Poor,4,Poor,1,AI/ML,1,No,Introvert,12,Yes,Job,Product-based,Administrator,No,Technical,Business Analyst
52,91,97,54,48,54,82,3,4,8,Excellent,3,Average,9,Data Science,2,Yes,Introvert,6,No,Higher Studies,Service-based,Administrator,No,Management,Network Administrator
86,100,91,65,51,84,92,9,6,10,Poor,6,Poor,2,AI/ML,2,No,Extrovert,10,No,Job,Product-based,UX Designer,Yes,Management,UX Designer
91,85,47,65,71,97,93,3,1,10,Excellent,6,Medium,7,None,3,Yes,Introvert,7,No,Higher Studies,Service-based,Research,Yes,Technical,CRM Specialist
97,88,70,90,51,76,55,5,8,3,Poor,5,Average,8,Networking,4,No,Extrovert,11,Yes,Job,Service-based,Developer,No,Management,CRM Specialist
51,59,46,52,55,69,42,1,9,2,Excellent,4,Excellent,10,AI/ML,2,No,Extrovert,12,Yes,Job,Service-based,Analyst,Yes,Technical,Network Administrator
84,60,91,64,89,94,46,3,5,6,Medium,2,Excellent,1,Python,3,Yes,Extrovert,7,No,Higher Studies,Service-based,Developer,Yes,Management,Business Analyst
72,42,69,42,71,66,45,3,4,5,Excellent,6,Poor,6,AI/ML,3,No,Introvert,12,Yes,Job,Product-based,Analyst,Yes,Management,Software Engineer
71,93,46,50,66,82,91,3,5,2,Medium,4,Excellent,5,Python,0,No,Introvert,8,No,Job,Service-based,Developer,No,Technical,System Developer
44,76,52,67,61,63,58,8,9,2,Excellent,8,Average,5,Networking,3,No,Extrovert,4,Yes,Higher Studies,Product-based,Developer,Yes,Technical,IT Admin
88,62,74,75,82,86,45,6,9,8,Poor,6,Excellent,9,Data Science,3,No,Extrovert,7,No,Higher Studies,Product-based,UX Designer,Yes,Management,IT Admin
63,54,73,43,59,97,47,9,5,7,Poor,4,Poor,0,Data Science,4,No,Extrovert,9,Yes,Job,Service-based,UX Designer,No,Technical,System Developer
93,64,43,45,63,62,91,1,7,9,Excellent,6,Medium,8,Java,3,Yes,Extrovert,8,No,Higher Studies,Service-based,Research,No,Technical,UX Designer
56,81,78,78,44,50,47,7,5,9,Excellent,9,Poor,7,Python,5,No,Introvert,9,No,Job,Product-based,UX Designer,No,Technical,CRM Specialist
77,47,67,60,62,42,100,9,9,3,Poor,4,Excellent,4,Networking,2,No,Extrovert,7,Yes,Higher Studies,Product-based,Analyst,No,Technical,Network Administrator
42,62,66,86,67,56,98,6,6,4,Medium,3,Poor,6,Networking,5,No,Introvert,12,No,Higher Studies,Service-based,UX Designer,No,Technical,System Developer
88,65,92,49,43,66,52,4,8,10,Poor,3,Excellent,6,None,3,Yes,Introvert,10,No,Job,Product-based,Administrator,No,Management,Network Administrator
57,97,83,68,56,74,79,1,6,8,Poor,2,Poor,5,Networking,3,No,Extrovert,9,Yes,Higher Studies,Service-based,UX Designer,No,Management,IT Admin
42,77,40,76,56,70,55,2,10,5,Poor,5,Average,6,None,1,No,Introvert,12,Yes,Higher Studies,Service-based,Research,Yes,Technical,Software Engineer
40,71,88,70,97,59,61,8,4,1,Poor,6,Poor,5,AI/ML,3,No,Extrovert,6,Yes,Higher Studies,Service-based,UX Designer,No,Management,UX Designer
95,71,46,84,92,89,87,1,3,7,Poor,2,Average,3,Data Science,1,No,Extrovert,8,No,Job,Service-based,UX Designer,No,Management,Business Analyst
96,67,41,91,51,91,68,3,2,1,Medium,2,Average,3,Python,2,No,Introvert,9,Yes,Job,Service-based,Analyst,No,Technical,Network Administrator
58,100,99,94,56,84,97,2,10,2,Excellent,9,Excellent,0,AI/ML,4,No,Extrovert,10,No,Higher Studies,Product-based,Developer,No,Management,Business Analyst
84,63,58,64,95,48,91,10,5,10,Medium,3,Poor,7,Python,4,No,Extrovert,10,Yes,Job,Product-based,Analyst,No,Technical,UX Designer
62,90,43,68,97,53,93,4,5,8,Excellent,9,Poor,7,Java,1,No,Introvert,4,No,Higher Studies,Product-based,Administrator,No,Management,Business Analyst
54,66,74,43,79,57,93,1,10,3,Medium,7,Medium,6,Java,2,Yes,Extrovert,9,No,Higher Studies,Product-based,Developer,Yes,Management,Network Administrator
99,71,72,49,55,55,56,8,1,6,Medium,2,Medium,7,Python,4,Yes,Extrovert,4,Yes,Job,Service-based,Research,No,Technical,Network Administrator
95,80,73,77,71,87,41,8,5,6,Medium,9,Medium,3,Java,5,No,Introvert,8,Yes,Job,Product-based,Research,No,Management,Software Engineer
99,59,78,89,54,46,78,2,5,10,Excellent,5,Poor,10,Java,0,No,Introvert,11,Yes,Job,Product-based,UX Designer,Yes,Technical,UX Designer
48,42,43,93,43,89,94,2,8,3,Excellent,7,Medium,7,Java,1,Yes,Extrovert,8,Yes,Job,Product-based,UX Designer,No,Management,Business Analyst
55,66,62,84,45,58,83,4,7,5,Excellent,4,Excellent,10,Java,2,Yes,Extrovert,7,No,Job,Product-based,Research,No,Management,Network Administrator
43,84,44,71,93,42,86,2,1,10,Medium,5,Poor,2,Networking,2,No,Introvert,8,No,Job,Service-based,Analyst,Yes,Technical,Network Administrator
84,47,60,98,43,70,80,7,10,7,Poor,3,Medium,9,None,1,No,Introvert,11,Yes,Higher Studies,Service-based,Analyst,Yes,Technical,CRM Specialist
59,88,88,92,89,46,93,9,5,2,Poor,4,Poor,3,Networking,4,No,Extrovert,6,No,Job,Service-based,Analyst,No,Technical,Software Engineer
53,72,91,59,90,75,81,8,2,8,Excellent,6,Excellent,10,AI/ML,2,Yes,Introvert,5,No,Higher Studies,Service-based,UX Designer,No,Management,IT Admin
70,98,65,92,82,66,75,5,10,6,Excellent,1,Medium,7,Networking,3,Yes,Introvert,5,Yes,Job,Product-based,UX Designer,No,Technical,Technical Developer
46,92,82,49,98,71,49,10,4,9,Excellent,5,Average,2,Data Science,0,No,Introvert,6,No,Higher Studies,Product-based,UX Designer,Yes,Technical,IT Admin
55,86,89,43,64,46,44,6,5,8,Medium,1,Average,8,Data Science,5,Yes,Extrovert,9,No,Higher Studies,Product-based,UX Designer,Yes,Technical,Network Administrator
67,68,90,89,72,86,67,1,9,7,Poor,1,Average,6,None,5,No,Introvert,6,Yes,Higher Studies,Product-based,Research,No,Technical,Network Administrator
68,75,50,67,92,83,100,6,1,9,Excellent,2,Excellent,1,Python,2,Yes,Extrovert,8,No,Job,Service-based,Research,Yes,Technical,UX Designer
58,52,74,84,73,54,86,2,1,5,Poor,3,Average,4,AI/ML,3,No,Extrovert,6,No,Higher Studies,Service-based,Research,No,Technical,Network Administrator
81,52,73,71,88,97,62,1,1,4,Poor,1,Average,1,Networking,3,No,Introvert,4,Yes,Higher Studies,Product-based,Analyst,No,Management,IT Admin
58,66,68,52,99,43,64,10,7,10,Poor,5,Poor,4,Python,3,Yes,Extrovert,7,Yes,Higher Studies,Product-based,Analyst,Yes,Technical,UX Designer
62,75,97,54,55,90,53,7,9,3,Medium,2,Average,2,Python,1,No,Extrovert,5,Yes,Higher Studies,Service-based,Administrator,Yes,Management,IT Admin
52,100,82,86,50,63,88,7,4,4,Medium,5,Excellent,10,Python,1,No,Extrovert,7,No,Higher Studies,Service-based,UX Designer,Yes,Technical,System Developer
63,42,74,85,50,100,59,8,1,5,Excellent,1,Average,9,Python,0,No,Introvert,12,Yes,Job,Product-based,UX Designer,No,Management,Software Engineer
99,82,52,41,69,77,40,9,9,4,Medium,8,Medium,7,Python,4,Yes,Extrovert,7,Yes,Higher Studies,Product-based,Research,No,Technical,IT Admin
85,72,84,76,65,99,73,2,2,7,Poor,2,Medium,10,Networking,4,Yes,Extrovert,8,No,Higher Studies,Service-based,Developer,No,Management,Software Engineer
54,97,41,71,52,76,61,3,3,5,Poor,2,Poor,1,AI/ML,3,Yes,Introvert,11,Yes,Higher Studies,Product-based,Administrator,Yes,Management,UX Designer
61,92,88,52,42,59,44,7,1,4,Medium,3,Poor,1,AI/ML,2,No,Extrovert,5,Yes,Job,Product-based,Analyst,Yes,Management,Technical Developer
60,75,80,82,41,61,62,4,1,3,Medium,2,Excellent,3,None,1,Yes,Extrovert,7,Yes,Job,Product-based,UX Designer,No,Technical,UX Designer
75,81,54,78,43,49,65,6,6,4,Medium,10,Medium,3,Java,1,No,Extrovert,12,No,Higher Studies,Service-based,Analyst,Yes,Management,Business Analyst
50,71,86,95,66,59,90,1,10,9,Medium,1,Average,4,Java,3,Yes,Extrovert,4,Yes,Higher Studies,Product-based,Analyst,Yes,Technical,Network Administrator
99,79,60,90,46,59,86,9,8,2,Poor,2,Excellent,5,Data Science,4,No,Extrovert,5,Yes,Job,Product-based,Administrator,Yes,Technical,Network Administrator
85,82,52,91,45,49,87,9,7,4,Excellent,10,Average,6,AI/ML,2,No,Introvert,6,Yes,Higher Studies,Product-based,Administrator,No,Management,CRM Specialist
71,57,65,75,49,78,42,2,9,3,Poor,7,Poor,3,Python,0,No,Extrovert,11,Yes,Job,Service-based,Analyst,No,Management,Technical Developer
44,67,53,91,86,78,83,1,5,10,Excellent,3,Excellent,3,Data Science,1,No,Introvert,7,Yes,Higher Studies,Service-based,Developer,Yes,Technical,Technical Developer
95,77,92,46,65,73,95,5,3,6,Medium,5,Medium,6,AI/ML,2,No,Introvert,4,Yes,Job,Service-based,UX Designer,Yes,Technical,IT Admin
82,81,82,81,81,64,47,10,2,10,Medium,7,Poor,3,Python,2,No,Extrovert,6,Yes,Higher Studies,Product-based,Administrator,Yes,Technical,UX Designer
48,96,91,67,65,68,53,7,4,9,Medium,6,Medium,9,Java,3,Yes,Introvert,7,No,Job,Service-based,Analyst,Yes,Management,Business Analyst
71,72,47,55,66,81,75,4,9,10,Medium,4,Average,3,None,2,Yes,Extrovert,6,Yes,Job,Product-based,Research,Yes,Technical,System Developer
89,75,58,62,83,63,62,1,2,1,Excellent,6,Poor,7,Networking,5,Yes,Extrovert,4,No,Higher Studies,Product-based,Research,Yes,Technical,Business Analyst
69,41,66,43,75,62,47,6,8,6,Excellent,9,Average,5,AI/ML,5,Yes,Introvert,5,Yes,Higher Studies,Service-based,Analyst,Yes,Management,Network Administrator
73,91,71,88,83,74,42,10,6,5,Medium,3,Poor,5,AI/ML,2,No,Extrovert,10,No,Higher Studies,Service-based,Analyst,Yes,Management,CRM Specialist
45,91,77,65,55,42,90,5,2,3,Medium,9,Poor,5,Networking,5,No,Introvert,5,No,Job,Service-based,UX Designer,No,Management,CRM Specialist
54,81,90,99,57,44,47,1,2,1,Poor,7,Poor,10,Java,4,No,Introvert,6,No,Job,Product-based,Research,Yes,Management,IT Admin
77,65,57,80,65,93,66,5,10,8,Excellent,2,Average,10,None,4,Yes,Introvert,5,Yes,Job,Service-based,Developer,Yes,Technical,Business Analyst
48,43,82,52,91,54,61,5,9,10,Medium,6,Excellent,1,None,2,No,Introvert,8,Yes,Job,Service-based,Analyst,No,Technical,UX Designer
86,72,47,76,70,99,78,10,10,9,Poor,5,Average,1,AI/ML,3,No,Introvert,11,No,Job,Product-based,UX Designer,No,Management,Technical Developer
44,53,86,93,44,58,97,7,7,1,Excellent,1,Poor,1,Data Science,4,Yes,Extrovert,9,No,Higher Studies,Product-based,Research,Yes,Technical,Technical Developer
62,85,41,56,56,68,69,5,6,5,Excellent,4,Excellent,6,Data Science,1,Yes,Introvert,5,Yes,Job,Service-based,Developer,No,Management,Software Engineer
56,52,59,69,72,65,45,5,1,1,Excellent,3,Average,8,Data Science,5,Yes,Introvert,7,No,Job,Service-based,UX Designer,Yes,Technical,Technical Developer
70,58,89,97,97,91,97,5,3,4,Medium,8,Excellent,3,None,4,No,Extrovert,12,Yes,Job,Service-based,Research,Yes,Management,CRM Specialist
100,62,41,43,61,45,66,10,3,7,Poor,8,Average,4,Python,1,Yes,Extrovert,5,No,Job,Product-based,Research,No,Management,System Developer
46,94,69,89,61,50,100,5,7,8,Poor,1,Poor,7,AI/ML,0,No,Introvert,5,Yes,Job,Product-based,Analyst,Yes,Management,System Developer
40,51,83,73,67,96,64,5,6,8,Excellent,8,Excellent,9,Data Science,1,No,Extrovert,12,No,Higher Studies,Service-based,UX Designer,No,Technical,Software Engineer
70,45,50,67,84,43,65,1,5,8,Poor,10,Average,4,Data Science,1,Yes,Extrovert,7,No,Job,Product-based,Developer,Yes,Management,IT Admin
91,85,50,50,53,44,57,3,2,5,Poor,9,Poor,6,None,2,Yes,Extrovert,8,No,Job,Product-based,Research,No,Management,Network Administrator
50,72,74,96,54,64,66,6,6,3,Medium,3,Poor,4,Networking,5,No,Extrovert,8,Yes,Higher Studies,Service-based,UX Designer,Yes,Management,UX Designer
41,85,96,72,53,87,53,5,4,3,Medium,1,Excellent,2,Networking,1,No,Introvert,7,No,Higher Studies,Product-based,UX Designer,Yes,Management,UX Designer
85,76,44,44,83,61,62,4,8,8,Excellent,4,Medium,9,Networking,4,Yes,Extrovert,5,Yes,Job,Service-based,UX Designer,Yes,Management,System Developer
81,43,42,96,63,47,54,7,5,3,Excellent,4,Excellent,9,AI/ML,3,Yes,Introvert,8,Yes,Higher Studies,Service-based,Research,No,Management,Technical Developer
78,45,82,69,65,58,53,9,10,9,Medium,2,Excellent,4,Java,1,Yes,Introvert,10,Yes,Job,Service-based,Analyst,No,Management,Technical Developer
74,58,61,60,100,41,79,5,9,3,Excellent,2,Poor,4,Java,4,Yes,Introvert,7,Yes,Higher Studies,Service-based,UX Designer,Yes,Technical,Software Engineer
43,70,66,88,63,52,54,1,6,3,Medium,1,Excellent,7,AI/ML,5,Yes,Introvert,10,Yes,Higher Studies,Service-based,Administrator,Yes,Management,CRM Specialist
67,43,79,92,77,98,89,4,10,4,Excellent,7,Excellent,3,None,1,No,Extrovert,7,No,Job,Service-based,Developer,No,Technical,CRM Specialist
66,57,54,52,85,82,84,10,6,1,Medium,10,Excellent,5,Data Science,1,No,Introvert,9,Yes,Job,Service-based,Developer,No,Management,Software Engineer
100,56,66,43,51,61,56,7,10,2,Medium,6,Poor,2,Python,2,No,Introvert,4,Yes,Job,Product-based,Research,No,Management,IT Admin
78,76,58,54,57,65,41,1,2,5,Excellent,7,Poor,4,None,1,No,Introvert,5,Yes,Higher Studies,Service-based,Administrator,No,Management,Network Administrator
62,79,90,80,100,57,62,6,5,8,Excellent,10,Poor,2,AI/ML,3,No,Introvert,9,Yes,Job,Service-based,Administrator,Yes,Technical,IT Admin
79,59,54,88,51,40,91,1,10,2,Poor,6,Poor,1,Networking,4,Yes,Extrovert,10,Yes,Job,Product-based,Administrator,No,Management,UX Designer
53,71,98,95,76,66,48,7,1,5,Medium,8,Medium,3,AI/ML,1,Yes,Introvert,12,No,Higher Studies,Service-based,Analyst,No,Management,UX Designer
71,68,97,41,67,91,99,6,3,5,Excellent,3,Poor,6,Networking,2,Yes,Extrovert,4,Yes,Job,Service-based,UX Designer,Yes,Management,Business Analyst
74,52,86,89,80,53,86,10,7,1,Poor,2,Excellent,3,AI/ML,4,No,Introvert,7,Yes,Higher Studies,Product-based,Administrator,No,Management,Network Administrator
63,43,77,42,49,42,79,2,3,3,Medium,5,Average,8,Java,2,No,Extrovert,7,Yes,Job,Service-based,Research,Yes,Management,System Developer
66,53,65,87,60,91,61,9,8,10,Poor,1,Poor,3,Python,5,Yes,Extrovert,11,Yes,Higher Studies,Product-based,Analyst,No,Management,System Developer
74,81,82,81,42,70,48,8,8,1,Poor,1,Medium,6,Python,3,No,Extrovert,6,No,Job,Service-based,Administrator,No,Technical,Business Analyst
46,91,79,56,42,87,41,10,9,4,Medium,7,Medium,9,None,2,No,Extrovert,6,No,Higher Studies,Product-based,Developer,No,Management,CRM Specialist
91,75,41,63,86,47,75,3,4,7,Poor,3,Excellent,9,Data Science,0,Yes,Extrovert,4,No,Job,Service-based,Analyst,No,Technical,Software Engineer
94,46,52,98,86,57,52,3,8,3,Poor,1,Medium,1,Data Science,1,Yes,Extrovert,12,Yes,Higher Studies,Service-based,UX Designer,No,Technical,Technical Developer
50,64,78,49,76,99,69,8,8,1,Excellent,4,Medium,5,Python,3,No,Introvert,5,No,Higher Studies,Service-based,Administrator,Yes,Technical,CRM Specialist
66,97,89,40,100,57,40,1,10,5,Excellent,7,Average,2,AI/ML,5,Yes,Introvert,8,Yes,Job,Service-based,Research,Yes,Technical,System Developer
74,51,42,67,85,96,82,3,8,10,Medium,10,Excellent,5,Java,1,Yes,Extrovert,12,No,Job,Product-based,Research,Yes,Technical,System Developer
